hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:30808	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene	pseudogene	pseudogene	Approved	6p21.1	06p21.1	TLT5	TREM like transcript 5	"TREML2P|TREML2P1"	"triggering receptor expressed on myeloid cells-like 2 pseudogene|triggering receptor expressed on myeloid cells-like 2 pseudogene 1|triggering receptor expressed on myeloid cells-like 5, pseudogene"			2004-04-14	2012-04-20	2015-11-23	2015-11-23	221438	ENSG00000225690	OTTHUMG00000154701		AF534827	NR_002794			12645956											PGOHUM00000243619														HGNC:30808		
HGNC:18273	TRERF1	transcriptional regulating factor 1	protein-coding gene	gene with protein product	Approved	6p21.1	06p21.1	"TReP-132|HSA277276|RAPA|dJ139D8.5"		BCAR2	breast cancer anti-estrogen resistance 2	Myb/SANT domain containing	532	2003-11-26			2023-03-15	55809	ENSG00000124496	OTTHUMG00000014698	uc003osd.3	AF297872	NM_033502	"CCDS93924|CCDS75455|CCDS93925|CCDS4867"	Q96PN7	11349124	MGI:2442086	RGD:1307167			610322																				HGNC:18273	"ENST00000695948.1|NM_001395490.1"	HGNC:18273
HGNC:44307	TRERNA1	translation regulatory long non-coding RNA 1	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13	"ncRNA-a7|treRNA"	translational regulatory long non-coding RNA	LINC00651	long intergenic non-protein coding RNA 651	Long non-coding RNAs with non-systematic symbols	1992	2012-08-09	2013-08-28	2013-08-28	2014-10-22	100887755	ENSG00000231265	OTTHUMG00000032711		"AI968488|BX118093"	NR_051976			"20887892|23974796"																			LOC100887755				TRERNA1		HGNC:44307		
HGNC:12269	TREX1	three prime repair exonuclease 1	protein-coding gene	gene with protein product	Approved	3p21.31	03p21.31	DRN3		AGS1	Aicardi-Goutieres syndrome 1	"Exonucleases|SET complex"	"544|1659"	2000-05-17			2023-03-15	11277	ENSG00000213689	OTTHUMG00000156205	uc062jhw.1	AF151105	NM_033629	"CCDS59451|CCDS2769"	Q9NSU2	"10391904|10393201|16845398"	MGI:1328317	RGD:1311998	"Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/TREX1|LRG_282|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_282.xml"		606609					120255															HGNC:12269	"ENST00000625293.3|NM_033629.6"	HGNC:12269
HGNC:12270	TREX2	three prime repair exonuclease 2	protein-coding gene	gene with protein product	Approved	Xq28	Xq28					Exonucleases	544	2000-05-17			2023-01-20	11219	ENSG00000183479	OTTHUMG00000159319	uc065bsy.1	AF151107	NM_080701	CCDS35437	Q9BQ50	10391904	MGI:1346343	RGD:1562245			300370																				HGNC:12270	"ENST00000370231.3|NM_080701.4"	
HGNC:34699	TRF-GAA1-1	tRNA-Phe (anticodon GAA) 1-1	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-1-1		"TRNAF3|TRF-GAA1-5"	"transfer RNA phenylalanine 3 (anticodon GAA)|transfer RNA-Phe (GAA) 1-5|transfer RNA-Phe (GAA) 1-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189137				HG983964																												tRNA-Phe-GAA-1-1	HGNC:34699		
HGNC:34817	TRF-GAA1-2	tRNA-Phe (anticodon GAA) 1-2	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-1-2		"TRNAF7|TRF-GAA1-6"	"transfer RNA phenylalanine 7 (anticodon GAA)|transfer RNA-Phe (GAA) 1-6|transfer RNA-Phe (GAA) 1-2"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189254				HG983965																												tRNA-Phe-GAA-1-2	HGNC:34817		
HGNC:34984	TRF-GAA1-3	tRNA-Phe (anticodon GAA) 1-3	non-coding RNA	RNA, transfer	Approved	11q12.1	11q12.1	tRNA-Phe-GAA-1-3		"TRNAF11|TRF-GAA1-1"	"transfer RNA phenylalanine 11 (anticodon GAA)|transfer RNA-Phe (GAA) 1-1|transfer RNA-Phe (GAA) 1-3"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189415				HG983960																												tRNA-Phe-GAA-1-3	HGNC:34984		
HGNC:33259	TRF-GAA1-4	tRNA-Phe (anticodon GAA) 1-4	non-coding RNA	RNA, transfer	Approved	12q24.31	12q24.31	tRNA-Phe-GAA-1-4		"TRNAF2|TRF-GAA1-2"	"transfer RNA phenylalanine 2 (anticodon GAA)|transfer RNA-Phe (GAA) 1-2|transfer RNA-Phe (GAA) 1-4"	Cytoplasmic transfer RNAs	842	2007-02-01	2016-02-15	2019-04-04	2019-04-04	100009606				HG983961				1191278																								tRNA-Phe-GAA-1-4	HGNC:33259		
HGNC:34814	TRF-GAA1-5	tRNA-Phe (anticodon GAA) 1-5	non-coding RNA	RNA, transfer	Approved	13q32.1	13q32.1	tRNA-Phe-GAA-1-5		"TRNAF6|TRF-GAA1-3"	"transfer RNA phenylalanine 6 (anticodon GAA)|transfer RNA-Phe (GAA) 1-3|transfer RNA-Phe (GAA) 1-5"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189251				HG983962																												tRNA-Phe-GAA-1-5	HGNC:34814		
HGNC:34873	TRF-GAA1-6	tRNA-Phe (anticodon GAA) 1-6	non-coding RNA	RNA, transfer	Approved	19p13.3	19p13.3	tRNA-Phe-GAA-1-6		"TRNAF10|TRF-GAA1-4"	"transfer RNA phenylalanine 10 (anticodon GAA)|transfer RNA-Phe (GAA) 1-4|transfer RNA-Phe (GAA) 1-6"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189306				HG983963																												tRNA-Phe-GAA-1-6	HGNC:34873		
HGNC:33255	TRF-GAA2-1	tRNA-Phe (anticodon GAA) 2-1	non-coding RNA	RNA, transfer	Approved	11q12.1	11q12.1	tRNA-Phe-GAA-2-1		TRNAF1	"transfer RNA phenylalanine 1 (anticodon GAA)|transfer RNA-Phe (GAA) 2-1|tRNA-Phe (GAA) 2-1"	Cytoplasmic transfer RNAs	842	2007-02-01	2014-06-19	2019-04-04	2019-04-04	100009605				HG983966				3678837																								tRNA-Phe-GAA-2-1	HGNC:33255		
HGNC:34732	TRF-GAA3-1	tRNA-Phe (anticodon GAA) 3-1	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-3-1		TRNAF5	"transfer RNA phenylalanine 5 (anticodon GAA)|transfer RNA-Phe (GAA) 3-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189170				HG983967																												tRNA-Phe-GAA-3-1	HGNC:34732		
HGNC:34859	TRF-GAA4-1	tRNA-Phe (anticodon GAA) 4-1	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-4-1		TRNAF9	"transfer RNA phenylalanine 9 (anticodon GAA)|transfer RNA-Phe (GAA) 4-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189293				HG983968																												tRNA-Phe-GAA-4-1	HGNC:34859		
HGNC:34707	TRF-GAA5-1	tRNA-Phe (anticodon GAA) 5-1	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-5-1		TRNAF4	"transfer RNA phenylalanine 4 (anticodon GAA)|transfer RNA-Phe (GAA) 5-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189145				HG983969																												tRNA-Phe-GAA-5-1	HGNC:34707		
HGNC:34825	TRF-GAA6-1	tRNA-Phe (anticodon GAA) 6-1	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-6-1		TRNAF8	"transfer RNA phenylalanine 8 (anticodon GAA)|transfer RNA-Phe (GAA) 6-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189262				HG983970																												tRNA-Phe-GAA-6-1	HGNC:34825		
HGNC:34990	TRF-GAA7-1	tRNA-Phe (anticodon GAA) 7-1	pseudogene	pseudogene	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-7-1		TRNAF12	transfer RNA phenylalanine 12 (anticodon GAA)	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-05-01	2019-05-01	100189421				HG983971																												tRNA-Phe-GAA-7-1			
HGNC:35016	TRF-GAA8-1	tRNA-Phe (anticodon GAA) 8-1	pseudogene	pseudogene	Approved	6q14.1	06q14.1	tRNA-Phe-GAA-8-1		TRNAF13P	"transfer RNA phenylalanine 13 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 8-1"	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-05-01	2019-05-01	100189446				HG983972	NG_008502																											tRNA-Phe-GAA-8-1	HGNC:35016		
HGNC:35110	TRF-GAA9-1	tRNA-Phe (anticodon GAA) 9-1	pseudogene	pseudogene	Approved	1q21.2	01q21.2	tRNA-Phe-GAA-9-1		TRNAF17P	"transfer RNA phenylalanine 17 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 9-1"	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-05-01	2019-05-01	100189533				HG983973	NG_008591																											tRNA-Phe-GAA-9-1	HGNC:35110		
HGNC:35072	TRF-GAA10-1	tRNA-Phe (anticodon GAA) 10-1	pseudogene	pseudogene	Approved	1q21.2	01q21.2	tRNA-Phe-GAA-10-1		TRNAF16P	"transfer RNA phenylalanine 16 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 10-1|tRNA-Phe (GAA) 10-1"	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-04-04	2019-12-06	100189497				HG983974	NG_008555																											tRNA-Phe-GAA-10-1	HGNC:35072		
HGNC:35045	TRF-GAA11-1	tRNA-Phe (anticodon GAA) 11-1	pseudogene	pseudogene	Approved	6p22.1	06p22.1	tRNA-Phe-GAA-11-1		TRNAF15P	"transfer RNA phenylalanine 15 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 11-1"	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-05-01	2019-05-01	100189472				HG983975	NG_008530																											tRNA-Phe-GAA-11-1	HGNC:35045		
HGNC:35044	TRF-GAA12-1	tRNA-Phe (anticodon GAA) 12-1	pseudogene	pseudogene	Approved	8q24.13	08q24.13	tRNA-Phe-GAA-12-1		TRNAF14P	"transfer RNA phenylalanine 14 (anticodon GAA) pseudogene|transfer RNA-Phe (GAA) 12-1"	Cytoplasmic transfer RNA pseudogenes	1681	2008-08-29	2014-06-19	2019-05-01	2019-05-01	100189471				HG983976	NG_008529																											tRNA-Phe-GAA-12-1	HGNC:35044		
HGNC:12271	TRG	T cell receptor gamma locus	protein-coding gene	gene with protein product	Approved	7p14	07p14		"T-cell antigen receptor, gamma polypeptide|T-cell receptor, gamma cluster|T-cell rearranging gene, gamma"	"TCRG|TRG@"	TCRG, TRG@	T cell receptor gamma locus at 7p14	375	1986-01-01	2013-03-05	2017-12-06	2017-12-06	6965					NG_001336			"2526744|3102973"										330902															HGNC:12271		
HGNC:48974	TRG-AS1	T cell receptor gamma locus antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7p14.1	07p14.1		TRG antisense RNA 1			Antisense RNAs	1987	2013-07-23		2017-12-06	2019-06-19	100506776	ENSG00000281103	OTTHUMG00000189585			NR_040085			31196742																							TRG-AS1		HGNC:48974		
HGNC:38580	TRG-CCC1-1	tRNA-Gly (anticodon CCC) 1-1	non-coding RNA	RNA, transfer	Approved	1p36.13	01p36.13	tRNA-Gly-CCC-1-1		TRNAG37	"transfer RNA glycine 37 (anticodon CCC)|transfer RNA-Gly (CCC) 1-1"	Cytoplasmic transfer RNAs	842	2010-06-23	2014-06-19	2019-04-04	2020-04-20	7195				HG983796									189911																			tRNA-Gly-CCC-1-1			
HGNC:34864	TRG-CCC1-2	tRNA-Gly (anticodon CCC) 1-2	non-coding RNA	RNA, transfer	Approved	1p36.13	01p36.13	tRNA-Gly-CCC-1-2		TRNAG28	"transfer RNA glycine 28 (anticodon CCC)|transfer RNA-Gly (CCC) 1-2"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189298				HG983797																												tRNA-Gly-CCC-1-2	HGNC:34864		
HGNC:34794	TRG-CCC2-1	tRNA-Gly (anticodon CCC) 2-1	non-coding RNA	RNA, transfer	Approved	2p13.3	02p13.3	tRNA-Gly-CCC-2-1		"TRNAG22|TRG-CCC2-2"	"transfer RNA glycine 22 (anticodon CCC)|transfer RNA-Gly (CCC) 2-2|transfer RNA-Gly (CCC) 2-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189231				HG983799																												tRNA-Gly-CCC-2-1	HGNC:34794		
HGNC:14183	TRG-CCC2-2	tRNA-Gly (anticodon CCC) 2-2	non-coding RNA	RNA, transfer	Approved	16p13.3	16p13.3	tRNA-Gly-CCC-2-2		"TRG4|TRNAG4|TRG-CCC2-1"	"tRNA glycine 4|transfer RNA glycine 4 (anticodon CCC)|transfer RNA-Gly (CCC) 2-1|transfer RNA-Gly (CCC) 2-2"	Cytoplasmic transfer RNAs	842	2000-12-21	2016-02-15	2019-04-04	2019-04-04	64717				HG983798																												tRNA-Gly-CCC-2-2	HGNC:14183		
HGNC:34841	TRG-CCC3-1	tRNA-Gly (anticodon CCC) 3-1	non-coding RNA	RNA, transfer	Approved	17p11.2	17p11.2	tRNA-Gly-CCC-3-1		TRNAG26	"transfer RNA glycine 26 (anticodon CCC)|transfer RNA-Gly (CCC) 3-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189277				HG983800																												tRNA-Gly-CCC-3-1	HGNC:34841		
HGNC:35059	TRG-CCC4-1	tRNA-Gly (CCC) 4-1	non-coding RNA	RNA, transfer	Approved	1p36.13	01p36.13	tRNA-Gly-CCC-4-1		"TRNAV35P|TRNAG36"	"transfer RNA valine 35 (anticodon CAC) pseudogene|transfer RNA glycine 36 (anticodon CCC)|transfer RNA-Gly (CCC) 4-1"	Low confidence cytoplasmic transfer RNAs	1877	2008-08-29	2014-06-19	2018-11-16	2020-02-13	107985759				HG983801																												tRNA-Gly-CCC-4-1	HGNC:35059		
HGNC:34604	TRG-CCC5-1	tRNA-Gly (CCC) 5-1	non-coding RNA	RNA, transfer	Approved	1p36.13	01p36.13	tRNA-Gly-CCC-5-1		TRNAG10	"transfer RNA glycine 10 (anticodon CCC)|transfer RNA-Gly (CCC) 5-1"	Low confidence cytoplasmic transfer RNAs	1877	2008-08-29	2014-06-19	2018-11-16	2018-11-16	100189045				HG983802																												tRNA-Gly-CCC-5-1	HGNC:34604		
HGNC:35073	TRG-CCC6-1	tRNA-Gly (CCC) 6-1	non-coding RNA	RNA, transfer	Approved	1q21.2	01q21.2	tRNA-Gly-CCC-6-1		TRNAG34P	"transfer RNA glycine 34 (anticodon CCC) pseudogene|transfer RNA-Gly (CCC) 6-1"	Low confidence cytoplasmic transfer RNAs	1877	2008-08-29	2014-06-19	2019-03-28	2020-02-13	107985748				HG983803																												tRNA-Gly-CCC-6-1	HGNC:35073		
HGNC:35030	TRG-CCC7-1	tRNA-Gly (CCC) 7-1	non-coding RNA	RNA, transfer	Approved	2p25.1	02p25.1	tRNA-Gly-CCC-7-1		TRNAG32P	"transfer RNA glycine 32 (anticodon CCC) pseudogene|transfer RNA-Gly (CCC) 7-1"	Low confidence cytoplasmic transfer RNAs	1877	2008-08-29	2014-06-19	2018-11-16	2018-11-16	100189458				HG983804	NG_029429																											tRNA-Gly-CCC-7-1	HGNC:35030		
HGNC:50798	TRG-CCC8-1	tRNA-Gly (anticodon CCC) 8-1	pseudogene	pseudogene	Approved	1q21.1	01q21.1	tRNA-Gly-CCC-8-1			transfer RNA-Gly (CCC) 8-1	Cytoplasmic transfer RNA pseudogenes	1681	2014-07-05		2019-05-01	2019-05-01	103539958				HG983805																												tRNA-Gly-CCC-8-1			
HGNC:34934	TRG-GCC1-1	tRNA-Gly (anticodon GCC) 1-1	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-1-1		TRNAG30	"transfer RNA glycine 30 (anticodon GCC)|transfer RNA-Gly (GCC) 1-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189366				HG983806																												tRNA-Gly-GCC-1-1	HGNC:34934		
HGNC:34815	TRG-GCC1-2	tRNA-Gly (anticodon GCC) 1-2	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-1-2		TRNAG23	"transfer RNA glycine 23 (anticodon GCC)|transfer RNA-Gly (GCC) 1-2"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189252				HG983807																												tRNA-Gly-GCC-1-2	HGNC:34815		
HGNC:34793	TRG-GCC1-3	tRNA-Gly (anticodon GCC) 1-3	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-1-3		TRNAG21	"transfer RNA glycine 21 (anticodon GCC)|transfer RNA-Gly (GCC) 1-3"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189230				HG983808																												tRNA-Gly-GCC-1-3	HGNC:34793		
HGNC:34722	TRG-GCC1-4	tRNA-Gly (anticodon GCC) 1-4	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-1-4		TRNAG15	"transfer RNA glycine 15 (anticodon GCC)|transfer RNA-Gly (GCC) 1-4"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189160				HG983809																												tRNA-Gly-GCC-1-4	HGNC:34722		
HGNC:34850	TRG-GCC1-5	tRNA-Gly (anticodon GCC) 1-5	non-coding RNA	RNA, transfer	Approved	21q21.1	21q21.1	tRNA-Gly-GCC-1-5		TRNAG27	"transfer RNA glycine 27 (anticodon GCC)|transfer RNA-Gly (GCC) 1-5"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189284				HG983810																												tRNA-Gly-GCC-1-5	HGNC:34850		
HGNC:34948	TRG-GCC2-1	tRNA-Gly (anticodon GCC) 2-1	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-2-1		TRNAG31	"transfer RNA glycine 31 (anticodon GCC)|transfer RNA-Gly (GCC) 2-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189380				HG983811																												tRNA-Gly-GCC-2-1	HGNC:34948		
HGNC:34771	TRG-GCC2-2	tRNA-Gly (anticodon GCC) 2-2	non-coding RNA	RNA, transfer	Approved	2q24.1	02q24.1	tRNA-Gly-GCC-2-2		"TRNAG19|TRG-GCC2-5"	"transfer RNA glycine 19 (anticodon GCC)|transfer RNA-Gly (GCC) 2-5|transfer RNA-Gly (GCC) 2-2"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189208				HG983815																												tRNA-Gly-GCC-2-2	HGNC:34771		
HGNC:34881	TRG-GCC2-3	tRNA-Gly (anticodon GCC) 2-3	non-coding RNA	RNA, transfer	Approved	6p22.1	06p22.1	tRNA-Gly-GCC-2-3		"TRNAG29|TRG-GCC2-6"	"transfer RNA glycine 29 (anticodon GCC)|transfer RNA-Gly (GCC) 2-6|transfer RNA-Gly (GCC) 2-3"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189314				HG983816																												tRNA-Gly-GCC-2-3	HGNC:34881		
HGNC:34533	TRG-GCC2-4	tRNA-Gly (anticodon GCC) 2-4	non-coding RNA	RNA, transfer	Approved	16q22.1	16q22.1	tRNA-Gly-GCC-2-4		"TRNAG6|TRG-GCC2-2"	"transfer RNA glycine 6 (anticodon GCC)|transfer RNA-Gly (GCC) 2-2|transfer RNA-Gly (GCC) 2-4"	Cytoplasmic transfer RNAs	842	2008-08-20	2016-02-15	2019-04-04	2019-04-04	100188985				HG983812																												tRNA-Gly-GCC-2-4	HGNC:34533		
HGNC:34725	TRG-GCC2-5	tRNA-Gly (anticodon GCC) 2-5	non-coding RNA	RNA, transfer	Approved	16q22.1	16q22.1	tRNA-Gly-GCC-2-5		"TRNAG16|TRG-GCC2-3"	"transfer RNA glycine 16 (anticodon GCC)|transfer RNA-Gly (GCC) 2-3|transfer RNA-Gly (GCC) 2-5"	Cytoplasmic transfer RNAs	842	2008-08-29	2016-02-15	2019-04-04	2019-04-04	100189163				HG983813																												tRNA-Gly-GCC-2-5	HGNC:34725		
HGNC:12273	TRG-GCC2-6	tRNA-Gly (anticodon GCC) 2-6	non-coding RNA	RNA, transfer	Approved	17p13.1	17p13.1	tRNA-Gly-GCC-2-6		"TRG2|TRNAG2|TRG-GCC2-4"	"tRNA glycine 2|transfer RNA glycine 2|transfer RNA glycine 2 (anticodon GCC)|transfer RNA-Gly (GCC) 2-4|transfer RNA-Gly (GCC) 2-6"	Cytoplasmic transfer RNAs	842	1991-08-18	2016-02-15	2019-04-04	2019-04-04	7196				HG983814				2066114					610407																			tRNA-Gly-GCC-2-6	HGNC:12273		
HGNC:12282	TRG-GCC3-1	tRNA-Gly (anticodon GCC) 3-1	non-coding RNA	RNA, transfer	Approved	16q22.1	16q22.1	tRNA-Gly-GCC-3-1		"TRGL1|TRG5|TRNAG5"	"tRNA glycine (GCC)-like 1|tRNA glycine 5 (anticodon GCC)|transfer RNA glycine 5 (anticodon GCC)|transfer RNA-Gly (GCC) 3-1"	Cytoplasmic transfer RNAs	842	1990-02-24	2014-06-19	2019-04-04	2019-04-04	7198				HG983817																												tRNA-Gly-GCC-3-1	HGNC:12282		
HGNC:34838	TRG-GCC4-1	tRNA-Gly (anticodon GCC) 4-1	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-GCC-4-1		TRNAG25	"transfer RNA glycine 25 (anticodon GCC)|transfer RNA-Gly (GCC) 4-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189274				HG983818																												tRNA-Gly-GCC-4-1	HGNC:34838		
HGNC:34783	TRG-GCC5-1	tRNA-Gly (anticodon GCC) 5-1	non-coding RNA	RNA, transfer	Approved	16q22.1	16q22.1	tRNA-Gly-GCC-5-1		TRNAG20	"transfer RNA glycine 20 (anticodon GCC)|transfer RNA-Gly (GCC) 5-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189220				HG983819																												tRNA-Gly-GCC-5-1	HGNC:34783		
HGNC:34641	TRG-GCC6-1	tRNA-Gly (GCC) 6-1	non-coding RNA	RNA, transfer	Approved	6q24.2	06q24.2	tRNA-Gly-GCC-6-1		TRNAG12	"transfer RNA glycine 12 (anticodon GCC)|transfer RNA-Gly (GCC) 6-1"	Low confidence cytoplasmic transfer RNAs	1877	2008-08-29	2014-06-19	2018-11-16	2018-11-16	100189081				HG983820																												tRNA-Gly-GCC-6-1			
HGNC:12274	TRG-TCC1-1	tRNA-Gly (anticodon TCC) 1-1	non-coding RNA	RNA, transfer	Approved	19p13.3	19p13.3	tRNA-Gly-TCC-1-1		"TRG3|TRNAG3"	"tRNA glycine (UCC) 3|tRNA glycine 3 (anticodon UCC)|transfer RNA glycine 3 (anticodon UCC)|transfer RNA-Gly (TCC) 1-1"	Cytoplasmic transfer RNAs	842	1993-05-24	2014-06-19	2019-04-04	2019-04-04	7197				HG983821				1457046					615303																			tRNA-Gly-TCC-1-1	HGNC:12274		
HGNC:34623	TRG-TCC2-1	tRNA-Gly (anticodon TCC) 2-1	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-1		TRNAG11	"transfer RNA glycine 11 (anticodon UCC)|transfer RNA-Gly (TCC) 2-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189064				HG983822																												tRNA-Gly-TCC-2-1	HGNC:34623		
HGNC:34823	TRG-TCC2-2	tRNA-Gly (anticodon TCC) 2-2	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-2		TRNAG24	"transfer RNA glycine 24 (anticodon UCC)|transfer RNA-Gly (TCC) 2-2"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189260				HG983823																												tRNA-Gly-TCC-2-2	HGNC:34823		
HGNC:34703	TRG-TCC2-3	tRNA-Gly (anticodon TCC) 2-3	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-3		TRNAG13	"transfer RNA glycine 13 (anticodon UCC)|transfer RNA-Gly (TCC) 2-3"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189141				HG983824																												tRNA-Gly-TCC-2-3	HGNC:34703		
HGNC:34751	TRG-TCC2-4	tRNA-Gly (anticodon TCC) 2-4	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-4		TRNAG17	"transfer RNA glycine 17 (anticodon UCC)|transfer RNA-Gly (TCC) 2-4"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189188				HG983825																												tRNA-Gly-TCC-2-4	HGNC:34751		
HGNC:34598	TRG-TCC2-5	tRNA-Gly (anticodon TCC) 2-5	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-5		TRNAG9	"transfer RNA glycine 9 (anticodon UCC)|transfer RNA-Gly (TCC) 2-5"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189039				HG983826																												tRNA-Gly-TCC-2-5	HGNC:34598		
HGNC:34570	TRG-TCC2-6	tRNA-Gly (anticodon TCC) 2-6	non-coding RNA	RNA, transfer	Approved	1q23.3	01q23.3	tRNA-Gly-TCC-2-6		TRNAG8	"transfer RNA glycine 8 (anticodon UCC)|transfer RNA-Gly (TCC) 2-6"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189011				HG983827																												tRNA-Gly-TCC-2-6	HGNC:34570		
HGNC:34769	TRG-TCC3-1	tRNA-Gly (anticodon TCC) 3-1	non-coding RNA	RNA, transfer	Approved	17p13.1	17p13.1	tRNA-Gly-TCC-3-1		TRNAG18	"transfer RNA glycine 18 (anticodon UCC)|transfer RNA-Gly (TCC) 3-1"	Cytoplasmic transfer RNAs	842	2008-08-29	2014-06-19	2019-04-04	2019-04-04	100189206				HG983828																												tRNA-Gly-TCC-3-1	HGNC:34769		
